UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52 
101277,"R",34,"R",0,"R",34,"R",9,"R",25,"R",0,"R",0,"R",9
103732,"R",28,"R",0,"R",28,"R",0,"R",17,"R",0,"R",0,"R",11
103741,"R",59,"R",0,"R",59,"R",0,"R",31,"R",0,"R",0,"R",28
103811,"R",1281,"R",0,"R",1281,"R",53,"R",873,"R",0,"R",0,"R",408
103954,"R",29,"R",0,"R",29,"R",12,"R",18,"R",0,"R",1,"R",10
103963,"R",1228,"R",0,"R",1228,"R",594,"R",643,"R",0,"R",7,"R",578
104294,"R",62,"R",0,"R",62,"R",11,"R",38,"R",0,"R",0,"R",24
104391,"R",85,"R",0,"R",85,"R",15,"R",51,"R",1,"R",0,"R",33
104434,"R",19,"R",0,"R",19,"R",0,"R",11,"R",0,"R",0,"R",8
104443,"R",67,"R",0,"R",67,"R",2,"R",44,"R",0,"R",1,"R",22
104504,"R",186,"R",0,"R",186,"R",101,"R",148,"R",8,"R",0,"R",30
104568,"R",158,"R",1,"R",157,"R",104,"R",122,"R",1,"R",1,"R",33
104911,"R",236,"R",0,"R",236,"R",121,"R",145,"R",7,"R",31,"R",53
105482,"R",51,"R",0,"R",51,"R",17,"R",36,"R",2,"R",0,"R",13
105677,"R",19,"R",0,"R",19,"R",18,"R",18,"R",0,"R",0,"R",1
105701,"R",44,"R",0,"R",44,"R",14,"R",30,"R",0,"R",1,"R",13
105987,"R",534,"R",0,"R",534,"R",68,"R",316,"Z",0,"Z",0,"R",218
106111,"R",59,"R",0,"R",59,"R",0,"R",30,"R",0,"R",0,"R",29
106281,"R",18,"R",0,"R",18,"R",6,"R",6,"R",0,"R",0,"R",12
106315,"R",2,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
106324,"R",30,"Z",0,"R",30,"R",10,"R",14,"Z",0,"Z",0,"R",16
106351,"R",44,"R",0,"R",44,"R",3,"R",29,"R",0,"R",0,"R",15
106360,"R",35,"R",0,"R",35,"R",13,"R",22,"R",0,"R",7,"R",6
106494,"R",44,"R",0,"R",44,"R",21,"R",29,"R",0,"R",5,"R",10
106829,"R",72,"R",0,"R",72,"R",28,"R",29,"R",0,"R",0,"R",43
106892,"R",421,"Z",0,"R",421,"R",185,"R",213,"Z",0,"Z",0,"R",208
106908,"R",140,"R",1,"R",139,"R",5,"R",72,"R",0,"R",0,"R",67
107099,"R",19,"R",0,"R",19,"R",3,"R",14,"R",0,"Z",0,"R",5
107211,"R",35,"R",0,"R",35,"R",19,"R",19,"R",0,"R",0,"R",16
107220,"R",200,"R",0,"R",200,"R",28,"R",102,"R",5,"R",7,"R",86
107275,"R",9,"R",0,"R",9,"Z",0,"R",8,"R",0,"R",0,"R",1
107293,"R",77,"R",4,"R",73,"R",16,"R",25,"R",1,"R",0,"R",47
107363,"R",62,"R",0,"R",62,"R",14,"R",31,"R",0,"R",16,"R",15
107442,"R",44,"R",0,"R",44,"R",11,"R",27,"R",0,"R",2,"R",15
107488,"R",317,"R",3,"R",314,"R",66,"R",138,"R",36,"R",74,"R",66
107655,"R",55,"R",0,"R",55,"R",34,"R",39,"R",0,"R",0,"R",16
107789,"R",28,"R",0,"R",28,"R",1,"R",18,"R",0,"R",0,"R",10
107831,"R",43,"R",0,"R",43,"R",14,"R",24,"R",0,"R",0,"R",19
108065,"R",19,"R",0,"R",19,"R",12,"R",14,"R",2,"R",3,"R",0
108348,"R",67,"R",6,"R",61,"R",2,"R",48,"R",0,"R",0,"R",13
108649,"R",118,"R",5,"R",113,"R",75,"R",79,"R",0,"R",2,"R",32
108977,"R",31,"R",0,"R",31,"R",5,"R",26,"R",0,"R",4,"R",1
109332,"R",268,"R",1,"R",267,"R",156,"R",188,"R",0,"R",0,"R",79
109721,"R",660,"R",10,"R",650,"R",319,"R",376,"R",0,"R",12,"R",262
109730,"R",202,"R",0,"R",202,"R",105,"R",125,"R",0,"R",0,"R",77
110194,"R",319,"R",0,"R",319,"R",290,"R",291,"R",0,"R",0,"R",28
110875,"R",35,"R",0,"R",35,"R",5,"R",18,"R",0,"R",2,"R",15
111054,"R",149,"R",0,"R",149,"R",8,"R",100,"R",1,"R",0,"R",48
111513,"R",60,"R",0,"R",60,"R",37,"R",45,"R",0,"R",0,"R",15
111708,"R",167,"R",0,"R",167,"R",45,"R",127,"R",3,"R",0,"R",37
111717,"R",523,"R",0,"R",523,"R",107,"R",447,"R",11,"R",0,"R",65
111726,"R",296,"R",0,"R",296,"R",197,"R",274,"R",5,"R",0,"R",17
111744,"R",172,"R",0,"R",172,"R",49,"R",138,"R",3,"R",0,"R",31
111762,"R",139,"R",0,"R",139,"R",20,"R",119,"R",2,"R",0,"R",18
111771,"R",228,"R",0,"R",228,"R",45,"R",199,"R",0,"R",0,"R",29
111799,"R",119,"R",0,"R",119,"R",24,"R",89,"R",1,"R",0,"R",29
112181,"R",85,"R",0,"R",85,"R",34,"R",72,"R",0,"R",0,"R",13
112288,"R",397,"Z",0,"R",397,"R",139,"R",291,"Z",0,"Z",0,"R",106
112367,"R",637,"R",0,"R",637,"R",283,"R",354,"R",0,"R",0,"R",283
112455,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0,"R",1,"R",10
113397,"R",1012,"R",1,"R",1011,"R",414,"R",594,"Z",0,"R",26,"R",391
113449,"R",209,"R",0,"R",209,"R",65,"R",142,"R",1,"R",1,"R",65
113908,"R",413,"R",1,"R",412,"R",200,"R",237,"Z",0,"R",12,"R",163
114044,"R",48,"R",0,"R",48,"R",37,"R",42,"R",0,"R",0,"R",6
114071,"R",188,"Z",0,"R",188,"R",94,"R",132,"R",0,"R",2,"R",54
114080,"R",223,"Z",0,"R",223,"R",133,"R",156,"Z",0,"Z",0,"R",67
114460,"R",86,"R",0,"R",86,"R",4,"R",69,"R",0,"R",0,"R",17
114628,"R",79,"R",0,"R",79,"R",69,"R",69,"R",0,"R",0,"R",10
114761,"R",42,"R",0,"R",42,"R",7,"R",30,"R",0,"R",0,"R",12
114947,"R",171,"R",0,"R",171,"R",150,"R",152,"R",0,"R",0,"R",19
115010,"R",275,"R",0,"R",275,"R",190,"R",226,"R",0,"R",0,"R",49
115357,"R",24,"R",0,"R",24,"R",2,"R",16,"R",0,"R",0,"R",8
115658,"R",27,"Z",0,"R",27,"R",7,"R",19,"Z",0,"R",0,"R",8
115931,"R",560,"R",0,"R",560,"R",0,"R",371,"R",0,"R",0,"R",189
116350,"R",121,"R",1,"R",120,"R",24,"R",75,"Z",0,"Z",0,"R",45
117238,"R",46,"R",0,"R",46,"R",10,"R",30,"R",0,"R",0,"R",16
117955,"R",64,"R",0,"R",64,"R",22,"R",51,"R",0,"R",0,"R",13
118116,"R",12,"Z",0,"R",12,"R",6,"R",7,"Z",0,"Z",0,"R",5
118125,"R",13,"Z",0,"R",13,"R",6,"R",8,"Z",0,"Z",0,"R",5
118134,"R",34,"R",0,"R",34,"R",0,"R",26,"R",0,"R",0,"R",8
118143,"R",18,"R",0,"R",18,"R",0,"R",12,"R",0,"R",0,"R",6
118161,"R",39,"R",0,"R",39,"R",2,"R",34,"Z",0,"Z",0,"R",5
118189,"R",15,"R",0,"R",15,"R",13,"R",13,"R",0,"R",0,"R",2
118356,"R",1780,"R",4,"R",1776,"R",844,"R",1083,"Z",0,"R",25,"R",668
118921,"R",193,"Z",0,"R",193,"R",104,"R",115,"Z",0,"R",2,"R",76
118958,"R",41,"R",0,"R",41,"R",4,"R",23,"Z",0,"R",0,"R",18
118994,"R",27,"R",0,"R",27,"R",15,"R",23,"R",1,"R",0,"R",3
119234,"R",28,"R",0,"R",28,"R",27,"R",27,"R",1,"R",0,"R",0
119340,"R",365,"R",0,"R",365,"R",251,"R",264,"R",0,"R",0,"R",101
119438,"R",414,"R",0,"R",414,"R",267,"R",314,"R",0,"R",0,"R",100
119456,"R",601,"R",0,"R",601,"R",363,"R",408,"R",0,"R",0,"R",193
119465,"R",516,"R",0,"R",516,"R",329,"R",375,"R",0,"R",0,"R",141
119553,"R",159,"R",0,"R",159,"R",115,"R",119,"R",0,"R",0,"R",40
119845,"R",60,"Z",0,"R",60,"R",14,"R",48,"Z",0,"R",0,"R",12
119951,"R",225,"R",0,"R",225,"R",0,"R",154,"R",0,"R",0,"R",71
120069,"R",238,"R",0,"R",238,"R",131,"R",168,"R",0,"R",0,"R",70
120078,"R",475,"R",0,"R",475,"R",237,"R",337,"R",0,"R",0,"R",138
120087,"R",165,"R",0,"R",165,"R",57,"R",106,"R",0,"R",0,"R",59
120272,"R",32,"Z",0,"R",32,"R",0,"R",27,"Z",0,"Z",0,"R",5
121017,"R",115,"R",0,"R",115,"R",85,"R",93,"R",2,"R",0,"R",20
121433,"R",54,"R",0,"R",54,"R",5,"R",29,"Z",0,"R",0,"R",25
121637,"R",43,"Z",0,"R",43,"R",16,"R",36,"R",1,"R",6,"R",0
121859,"R",67,"R",0,"R",67,"R",6,"R",51,"R",0,"R",0,"R",16
121868,"R",55,"R",0,"R",55,"R",10,"R",41,"R",0,"R",0,"R",14
121992,"R",149,"R",0,"R",149,"R",60,"R",110,"R",2,"R",5,"R",32
123350,"R",75,"R",0,"R",75,"R",0,"R",61,"R",0,"R",0,"R",14
124344,"R",122,"Z",0,"R",122,"R",40,"R",73,"Z",0,"R",0,"R",49
124779,"R",29,"R",0,"R",29,"R",2,"R",8,"R",0,"R",4,"R",17
125082,"R",88,"R",1,"R",87,"R",10,"R",49,"Z",0,"R",0,"R",38
126915,"R",102,"R",0,"R",102,"R",85,"R",89,"Z",0,"Z",0,"R",13
127158,"R",477,"R",0,"R",477,"R",332,"R",423,"R",0,"R",27,"R",27
128151,"R",385,"R",0,"R",385,"R",239,"R",300,"R",0,"R",5,"R",80
128540,"R",22,"R",0,"R",22,"R",0,"R",15,"R",0,"R",0,"R",7
128586,"R",25,"R",0,"R",25,"R",0,"R",8,"R",5,"R",1,"R",11
128674,"R",460,"R",2,"R",458,"R",250,"R",286,"R",0,"R",1,"R",171
128726,"R",122,"R",12,"R",110,"R",10,"R",100,"R",0,"R",0,"R",10
128896,"R",62,"R",0,"R",62,"R",19,"R",41,"R",3,"R",0,"R",18
128957,"R",75,"R",0,"R",75,"R",2,"R",26,"R",0,"R",2,"R",47
129002,"R",55,"R",0,"R",55,"R",44,"R",46,"R",1,"R",0,"R",8
129349,"R",95,"R",0,"R",95,"R",1,"R",76,"R",0,"R",1,"R",18
129923,"R",372,"R",0,"R",372,"R",105,"R",225,"Z",0,"R",0,"R",147
129932,"R",713,"R",6,"R",707,"Z",0,"R",536,"R",9,"R",0,"R",162
129969,"R",123,"R",1,"R",122,"R",48,"R",70,"R",0,"R",4,"R",48
130129,"R",275,"R",0,"R",275,"R",31,"R",169,"R",4,"R",1,"R",101
130174,"R",515,"R",0,"R",515,"R",356,"R",371,"R",0,"R",0,"R",144
130509,"R",403,"R",0,"R",403,"R",217,"R",266,"R",0,"R",1,"R",136
130873,"R",640,"R",0,"R",640,"R",496,"R",501,"R",0,"R",0,"R",139
131061,"R",15,"R",0,"R",15,"R",1,"R",9,"R",0,"R",0,"R",6
132666,"R",56,"R",0,"R",56,"R",11,"R",35,"R",0,"R",10,"R",11
134024,"R",57,"R",0,"R",57,"R",33,"R",35,"R",0,"R",0,"R",22
134228,"R",22,"Z",0,"R",22,"R",3,"R",18,"Z",0,"R",4,"R",0
134291,"R",511,"R",0,"R",511,"R",319,"R",323,"R",0,"R",0,"R",188
134529,"R",100,"R",0,"R",100,"R",27,"R",65,"R",0,"R",0,"R",35
134574,"R",87,"R",0,"R",87,"R",27,"R",66,"R",3,"R",0,"R",18
134714,"R",126,"R",0,"R",126,"R",39,"R",89,"R",0,"R",0,"R",37
135142,"R",47,"R",0,"R",47,"R",11,"R",35,"Z",0,"Z",0,"R",12
135276,"R",879,"R",0,"R",879,"R",166,"R",288,"Z",0,"Z",0,"R",591
135337,"R",44,"R",0,"R",44,"R",11,"R",20,"R",3,"R",3,"R",18
135416,"R",597,"R",0,"R",597,"R",214,"R",372,"R",26,"R",0,"R",199
135771,"R",681,"R",0,"R",681,"R",132,"R",478,"R",0,"R",10,"R",193
136048,"R",107,"R",0,"R",107,"R",15,"R",97,"R",2,"R",2,"R",6
136109,"R",92,"R",0,"R",92,"R",0,"R",63,"R",0,"R",0,"R",29
136659,"R",162,"R",0,"R",162,"R",61,"R",61,"R",0,"R",0,"R",101
136783,"R",2,"R",0,"R",2,"R",0,"R",1,"R",0,"R",0,"R",1
137023,"R",397,"R",12,"R",385,"R",227,"R",267,"Z",0,"R",118,"R",0
137120,"R",765,"R",0,"R",765,"R",490,"R",526,"R",0,"R",203,"R",36
137591,"R",249,"R",1,"R",248,"R",65,"R",176,"R",0,"R",2,"R",70
137713,"R",40,"R",0,"R",40,"R",0,"R",30,"Z",0,"Z",0,"R",10
138132,"R",54,"R",0,"R",54,"R",32,"R",40,"R",3,"R",0,"R",11
138372,"R",108,"R",0,"R",108,"R",9,"R",25,"R",0,"R",20,"R",63
138488,"R",312,"R",0,"R",312,"R",105,"R",230,"R",0,"R",0,"R",82
138497,"R",352,"R",0,"R",352,"R",277,"R",347,"R",0,"R",0,"R",5
138822,"R",433,"R",0,"R",433,"R",160,"R",266,"R",7,"Z",0,"R",160
138938,"R",242,"R",1,"R",241,"R",197,"R",197,"R",0,"R",0,"R",44
139092,"R",53,"R",0,"R",53,"R",14,"R",29,"R",0,"R",0,"R",24
139506,"R",236,"R",0,"R",236,"R",52,"R",68,"R",4,"R",57,"R",107
141608,"R",85,"R",0,"R",85,"R",36,"R",59,"R",0,"R",0,"R",26
141848,"R",123,"R",0,"R",123,"R",57,"R",83,"R",0,"R",0,"R",40
141945,"R",189,"R",0,"R",189,"R",153,"R",153,"R",0,"R",0,"R",36
142869,"R",17,"R",0,"R",17,"R",7,"R",16,"R",1,"R",0,"R",0
142878,"R",20,"R",0,"R",20,"R",3,"R",17,"R",0,"R",0,"R",3
143181,"R",39,"R",0,"R",39,"R",21,"R",27,"R",0,"R",0,"R",12
143464,"R",50,"R",0,"R",50,"R",3,"R",27,"R",0,"R",4,"R",19
143473,"R",12,"R",0,"R",12,"R",5,"R",10,"R",0,"R",0,"R",2
143482,"R",20,"R",0,"R",20,"R",2,"R",7,"R",0,"R",0,"R",13
143491,"R",12,"R",0,"R",12,"R",9,"R",11,"R",0,"R",0,"R",1
143516,"R",12,"R",0,"R",12,"R",3,"R",9,"R",0,"R",0,"R",3
143534,"R",33,"R",0,"R",33,"R",1,"R",25,"R",0,"R",0,"R",8
143543,"R",42,"R",0,"R",42,"R",0,"R",23,"R",0,"R",0,"R",19
143552,"R",32,"R",0,"R",32,"R",0,"R",24,"R",0,"R",0,"R",8
143695,"R",30,"R",0,"R",30,"R",12,"R",19,"R",0,"R",0,"R",11
144573,"R",45,"R",1,"R",44,"R",17,"R",27,"R",1,"Z",0,"R",16
144795,"R",139,"R",0,"R",139,"R",71,"R",105,"R",0,"R",0,"R",34
145099,"R",198,"R",0,"R",198,"R",50,"R",148,"R",0,"R",0,"R",50
145309,"R",19,"R",0,"R",19,"R",7,"R",11,"R",0,"R",3,"R",5
145424,"R",7,"R",1,"R",6,"R",1,"R",3,"R",0,"R",1,"R",2
145433,"R",18,"Z",0,"R",18,"R",2,"R",10,"Z",0,"R",3,"R",5
146454,"R",21,"Z",0,"R",21,"R",10,"R",11,"Z",0,"Z",0,"R",10
146791,"R",472,"R",0,"R",472,"R",75,"R",330,"R",4,"R",0,"R",138
146807,"R",8,"R",0,"R",8,"R",7,"R",7,"Z",0,"R",1,"R",0
147642,"R",29,"R",0,"R",29,"R",13,"R",16,"R",0,"R",0,"R",13
147819,"R",85,"R",0,"R",85,"R",3,"R",62,"R",0,"R",0,"R",23
147970,"R",61,"R",0,"R",61,"R",19,"R",41,"Z",0,"Z",0,"R",20
148098,"R",53,"R",0,"R",53,"R",6,"R",41,"R",1,"R",0,"R",11
148955,"R",67,"R",0,"R",67,"R",24,"R",47,"R",0,"R",2,"R",18
149204,"R",43,"R",0,"R",43,"R",13,"R",30,"R",0,"R",0,"R",13
149499,"R",9,"R",0,"R",9,"R",8,"R",8,"R",0,"R",0,"R",1
149550,"R",73,"R",0,"R",73,"R",29,"R",52,"R",0,"R",0,"R",21
150075,"R",4,"R",0,"R",4,"R",0,"R",2,"R",2,"R",0,"R",0
150303,"R",83,"R",0,"R",83,"R",0,"R",54,"R",0,"R",0,"R",29
150428,"R",30,"R",1,"R",29,"R",23,"R",23,"R",0,"R",0,"R",6
150437,"R",18,"R",0,"R",18,"R",7,"R",13,"R",0,"R",0,"R",5
150695,"R",68,"R",0,"R",68,"R",25,"R",54,"R",0,"R",0,"R",14
150710,"R",104,"R",0,"R",104,"R",46,"R",61,"R",0,"R",0,"R",43
150765,"R",31,"R",0,"R",31,"R",0,"R",18,"R",0,"R",0,"R",13
151537,"R",39,"R",0,"R",39,"R",0,"R",38,"R",0,"R",0,"R",1
151564,"R",17,"R",0,"R",17,"R",2,"R",7,"R",0,"R",0,"R",10
151607,"R",31,"R",0,"R",31,"R",17,"R",24,"R",0,"R",0,"R",7
151652,"R",92,"R",0,"R",92,"R",5,"R",47,"R",0,"R",1,"R",44
151874,"R",31,"R",1,"R",30,"R",3,"R",6,"R",0,"R",0,"R",24
152150,"R",8,"R",0,"R",8,"R",1,"R",1,"R",0,"R",3,"R",4
152275,"R",71,"R",0,"R",71,"R",4,"R",40,"R",1,"R",2,"R",28
152309,"R",66,"R",0,"R",66,"R",47,"R",47,"R",0,"R",0,"R",19
152327,"R",27,"R",0,"R",27,"R",1,"R",17,"R",1,"R",0,"R",9
152628,"R",8,"R",0,"R",8,"R",0,"R",6,"R",0,"R",0,"R",2
154970,"R",75,"Z",0,"R",75,"R",9,"R",44,"Z",0,"R",0,"R",31
155159,"R",59,"R",0,"R",59,"R",8,"R",45,"R",1,"R",0,"R",13
155353,"R",65,"R",0,"R",65,"R",15,"R",26,"R",0,"R",7,"R",32
155423,"R",76,"R",0,"R",76,"R",63,"R",63,"Z",0,"R",1,"R",12
155441,"R",8,"R",0,"R",8,"R",5,"R",5,"R",0,"R",0,"R",3
155867,"R",53,"R",0,"R",53,"Z",0,"R",29,"R",0,"R",0,"R",24
158158,"R",38,"R",0,"R",38,"R",13,"R",21,"R",0,"R",0,"R",17
158246,"R",148,"Z",0,"R",148,"R",128,"R",140,"Z",0,"Z",0,"R",8
158538,"R",40,"R",0,"R",40,"R",0,"R",30,"R",0,"R",0,"R",10
158617,"R",1280,"R",0,"R",1280,"Z",0,"R",1015,"R",0,"R",0,"R",265
158644,"R",48,"R",0,"R",48,"R",17,"R",27,"R",0,"R",9,"R",12
158778,"R",26,"R",1,"R",25,"R",3,"R",12,"R",1,"R",1,"R",11
158787,"R",60,"R",0,"R",60,"R",15,"R",45,"R",1,"R",0,"R",14
159027,"R",31,"R",0,"R",31,"R",18,"R",24,"R",0,"R",0,"R",7
159319,"R",18,"R",0,"R",18,"R",2,"R",13,"R",0,"R",0,"R",5
159328,"R",58,"R",0,"R",58,"R",13,"R",38,"R",0,"R",0,"R",20
159513,"R",89,"R",2,"R",87,"R",11,"R",69,"R",1,"R",0,"R",17
159522,"R",67,"R",1,"R",66,"R",27,"R",47,"R",1,"Z",0,"R",18
159531,"R",36,"R",0,"R",36,"R",5,"R",22,"R",0,"R",0,"R",14
159601,"R",7,"R",0,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0
160117,"R",47,"R",0,"R",47,"R",19,"R",43,"R",0,"R",2,"R",2
160126,"R",13,"R",0,"R",13,"R",3,"R",8,"R",2,"R",3,"R",0
160135,"R",33,"R",0,"R",33,"R",9,"R",19,"R",0,"R",3,"R",11
160199,"R",39,"R",0,"R",39,"R",10,"R",23,"R",1,"R",1,"R",14
160320,"R",634,"R",16,"R",618,"R",119,"R",435,"R",6,"Z",0,"R",177
160445,"R",61,"R",0,"R",61,"R",16,"R",45,"R",3,"R",0,"R",13
160472,"R",51,"R",0,"R",51,"R",14,"R",34,"R",0,"R",1,"R",16
160597,"R",3,"R",0,"R",3,"R",2,"R",2,"R",0,"R",0,"R",1
161493,"R",175,"R",0,"R",175,"R",1,"R",97,"R",0,"R",1,"R",77
161527,"R",23,"R",0,"R",23,"R",12,"R",19,"R",0,"R",0,"R",4
161615,"R",23,"R",0,"R",23,"R",0,"R",16,"R",0,"R",0,"R",7
161651,"R",39,"R",0,"R",39,"R",26,"R",30,"R",9,"R",0,"R",0
161800,"R",145,"R",0,"R",145,"R",0,"R",73,"R",2,"Z",0,"R",70
161855,"R",40,"R",0,"R",40,"R",32,"R",32,"R",0,"R",0,"R",8
162335,"R",30,"R",0,"R",30,"R",2,"R",27,"R",0,"R",0,"R",3
162371,"R",627,"R",2,"R",625,"R",418,"R",432,"R",0,"R",0,"R",193
162830,"R",48,"R",0,"R",48,"R",7,"R",17,"R",1,"R",0,"R",30
162982,"R",16,"R",0,"R",16,"R",7,"R",12,"R",0,"R",0,"R",4
163107,"R",14,"R",0,"R",14,"R",12,"R",12,"R",0,"R",0,"R",2
163347,"R",963,"Z",0,"R",963,"R",67,"R",542,"Z",0,"Z",0,"R",421
163408,"R",58,"Z",0,"R",58,"Z",0,"R",29,"Z",0,"Z",0,"R",29
163541,"R",275,"R",0,"R",275,"R",0,"R",138,"R",0,"R",0,"R",137
163754,"R",20,"R",0,"R",20,"R",0,"R",16,"R",0,"R",0,"R",4
163815,"R",22,"R",0,"R",22,"R",18,"R",18,"R",0,"R",0,"R",4
164535,"R",41,"R",0,"R",41,"R",28,"R",28,"R",0,"R",0,"R",13
164599,"R",24,"R",0,"R",24,"R",17,"R",20,"R",0,"R",4,"R",0
164678,"R",139,"R",0,"R",139,"R",98,"R",111,"R",0,"R",2,"R",26
164845,"R",132,"R",0,"R",132,"R",3,"R",71,"R",0,"R",0,"R",61
165255,"R",72,"R",0,"R",72,"R",52,"R",64,"R",0,"R",0,"R",8
165556,"R",398,"R",0,"R",398,"R",72,"R",209,"Z",0,"R",1,"R",188
165608,"R",5,"R",0,"R",5,"R",1,"R",1,"R",0,"R",1,"R",3
165750,"R",146,"R",0,"R",146,"R",21,"R",76,"R",0,"R",30,"R",40
166009,"R",51,"R",0,"R",51,"R",48,"R",48,"R",0,"R",0,"R",3
166063,"R",20,"R",0,"R",20,"R",0,"R",13,"R",0,"R",0,"R",7
166294,"R",73,"Z",0,"R",73,"Z",0,"R",52,"R",1,"R",16,"R",4
166319,"R",101,"Z",0,"R",101,"R",63,"R",88,"Z",0,"Z",0,"R",13
166328,"R",29,"Z",0,"R",29,"Z",0,"R",20,"Z",0,"Z",0,"R",9
166498,"R",100,"R",0,"R",100,"R",62,"R",86,"R",0,"R",0,"R",14
166586,"R",12,"R",0,"R",12,"R",0,"R",8,"R",0,"R",0,"R",4
166595,"R",31,"R",0,"R",31,"R",1,"R",27,"R",0,"R",0,"R",4
166805,"R",7,"R",0,"R",7,"R",1,"R",3,"R",0,"R",0,"R",4
166975,"R",73,"R",0,"R",73,"R",31,"R",58,"R",5,"R",0,"R",10
167020,"R",447,"R",0,"R",447,"R",212,"R",282,"R",0,"R",0,"R",165
167039,"R",31,"R",0,"R",31,"R",3,"R",12,"R",0,"R",9,"R",10
167543,"R",352,"R",2,"R",350,"R",0,"R",192,"R",0,"R",0,"R",158
167871,"R",105,"R",0,"R",105,"R",86,"R",90,"Z",0,"R",0,"R",15
168032,"R",78,"R",0,"R",78,"R",21,"R",46,"R",0,"R",9,"R",23
168555,"R",34,"R",0,"R",34,"R",1,"R",29,"R",3,"R",1,"R",1
168573,"R",417,"R",0,"R",417,"R",221,"R",286,"Z",0,"Z",0,"R",131
168892,"R",30,"R",0,"R",30,"R",12,"R",18,"R",0,"R",0,"R",12
169071,"R",15,"R",0,"R",15,"R",11,"R",14,"R",0,"R",0,"R",1
169284,"R",19,"R",0,"R",19,"R",0,"R",12,"R",0,"R",1,"R",6
169503,"R",77,"R",0,"R",77,"R",6,"R",47,"R",1,"R",0,"R",29
169576,"R",30,"R",0,"R",30,"R",3,"R",14,"R",0,"R",0,"R",16
169734,"R",22,"R",0,"R",22,"R",4,"R",12,"R",0,"R",0,"R",10
169761,"R",39,"R",0,"R",39,"R",18,"R",20,"R",0,"R",0,"R",19
170046,"R",563,"R",0,"R",563,"R",340,"R",393,"R",0,"R",0,"R",170
170514,"R",7,"R",0,"R",7,"R",6,"R",6,"R",0,"R",0,"R",1
170611,"R",112,"R",0,"R",112,"R",62,"R",82,"R",1,"R",0,"R",29
170736,"R",52,"Z",0,"R",52,"Z",0,"R",35,"Z",0,"Z",0,"R",17
171261,"R",55,"R",0,"R",55,"R",33,"R",33,"Z",0,"R",1,"R",21
171313,"R",682,"R",1,"R",681,"R",405,"R",464,"R",0,"R",0,"R",217
171322,"R",884,"R",1,"R",883,"R",412,"R",509,"R",0,"R",2,"R",372
171465,"R",34,"R",0,"R",34,"R",0,"R",20,"R",0,"R",0,"R",14
171775,"R",42,"R",0,"R",42,"R",11,"R",22,"R",0,"R",5,"R",15
171988,"R",197,"R",0,"R",197,"R",80,"R",147,"R",0,"R",0,"R",50
171997,"R",129,"R",0,"R",129,"R",53,"R",105,"R",0,"R",0,"R",24
172015,"R",128,"R",1,"R",127,"R",41,"R",86,"R",0,"R",0,"R",41
172325,"R",492,"R",1,"R",491,"R",328,"R",349,"R",0,"R",0,"R",142
172422,"R",94,"R",0,"R",94,"R",74,"R",74,"R",0,"Z",0,"R",20
172802,"R",17,"R",0,"R",17,"R",7,"R",14,"R",1,"R",2,"R",0
172927,"R",58,"R",0,"R",58,"R",18,"R",34,"R",0,"R",0,"R",24
173470,"R",22,"Z",0,"R",22,"R",0,"R",17,"R",0,"R",0,"R",5
173726,"R",18,"Z",0,"R",18,"Z",0,"R",10,"Z",0,"Z",0,"R",8
173744,"R",191,"R",0,"R",191,"R",143,"R",159,"R",0,"R",0,"R",32
173939,"R",102,"R",0,"R",102,"R",31,"R",54,"R",0,"R",0,"R",48
174190,"R",136,"R",0,"R",136,"R",46,"R",83,"R",0,"R",3,"R",50
174321,"R",82,"Z",0,"R",82,"R",62,"R",62,"Z",0,"Z",0,"R",20
174534,"R",79,"R",0,"R",79,"R",31,"R",46,"R",0,"R",1,"R",32
174765,"R",92,"R",0,"R",92,"R",27,"R",43,"R",0,"R",0,"R",49
174978,"R",55,"R",0,"R",55,"R",0,"R",41,"R",0,"R",0,"R",14
175120,"R",154,"R",0,"R",154,"R",71,"R",75,"R",0,"R",0,"R",79
175591,"R",52,"R",3,"R",49,"R",0,"R",27,"R",17,"R",5,"R",0
175698,"R",30,"R",0,"R",30,"R",20,"R",20,"R",0,"R",0,"R",10
176062,"R",64,"R",0,"R",64,"R",16,"R",42,"R",1,"R",0,"R",21
176390,"R",70,"R",1,"R",69,"R",9,"R",33,"R",0,"R",0,"R",36
176716,"R",85,"R",0,"R",85,"R",24,"R",65,"R",0,"R",0,"R",20
176983,"R",75,"R",0,"R",75,"R",60,"R",60,"R",0,"R",0,"R",15
176992,"R",20,"R",0,"R",20,"R",8,"R",12,"R",1,"R",0,"R",7
177056,"R",10,"R",0,"R",10,"R",0,"R",9,"R",0,"R",0,"R",1
177287,"R",66,"R",0,"R",66,"R",0,"R",29,"R",0,"R",0,"R",37
177436,"R",33,"R",10,"R",23,"R",21,"R",21,"R",0,"R",0,"R",2
177588,"R",44,"R",0,"R",44,"R",6,"R",23,"R",0,"R",0,"R",21
177603,"R",45,"R",0,"R",45,"R",0,"R",26,"R",0,"R",0,"R",19
177685,"R",41,"R",0,"R",41,"R",0,"R",30,"R",1,"R",0,"R",10
